NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
242;Valoración Comisión Admisión;1;Valoración Comisión Admisión
100;Fin procedimiento;1;Fin procedimiento
265;Inscripción Registro Unidades Competencia;0;Inscripción Reg. Unidades Competencia
264;Resolución acreditación competencia profesional;0;Res. acreditación competencia profesional
263;Evaluación competencia profesional;0;Eval. competencia profesional
262;Comisión de Evaluación;0;Comisión Eval.
261;Asesoramiento y Comisión de Evaluación;0;Asesoramiento Comisión Eval.
260;Resolución selección definitiva;0;Res. selección definitiva
258;Resolución exclusión definitiva;0;Res. exclusión definitiva
257;Resolución exclusión provisional;0;Res. exclusión provisional
256;Resolución admisión provisional;0;Res. admisión provisional
224;Desestimación de Recurso de Alzada;0;Desestimación Rec. Alzada
220;Recurso de Alzada;0;Rec. Alzada
55;Inadmisión por duplicidad;0;Inadm. duplicidad
55;Inadmisión por cualificación no ofertada en CLM;0;Inadm. cualificación no ofertada CLM
52;Resolución desistimiento;0;Res. desistimiento
30;Evaluación Solicitud;0;Eval. Sol.
25;Trámite de audiencia;0;Trám. audiencia
1;Presentación Solicitud;0;Present. Sol.
