NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
100;Fin de procedimiento;1;Fin procedimiento
340;Pendiente de continuar tramitación en Servicios Centrales;0;Pend. continuar tramitación Servicios Centrales
265;Inscripción en el registro;0;Inscripción el registro
120;Remisión expte. para evaluación ambiental;0;Remisión expte. para evaluación ambiental
55;Inadmisión de la solicitud;0;Inadm. la solicitud
51;Resolución Desfavorable;0;Res. Desfavorable
50;Resolución de autorización;0;Res. autorización
43;Propuesta Resolución Desfavorable;0;Prop. Res. Desfavorable
42;Propuesta de resolución de autorización;0;Prop. res. autorización
40;Informe propuesta del Servicio de Medio Natural;0;Inf. propuesta Servicio Medio Natural
35;Petición de informes a los órganos competentes;0;Petición informes los órganos competentes
10;Subsanación de la solicitud;0;Subsanación la solicitud
10;Subsanación de la solicitudón;0;Subsanación la solicitudón
1;Presentación de solicitud;0;Present. solicitud
