NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
100;Fin de procedimiento;1;Fin procedimiento
343;Solicitud Autorización a otra CCAA;0;Sol. Autorización otra CCAA
277;Comunicación al Interesado;0;Comunicación Interesado
122;Comunicación SSCC;0;Comunicación SSCC
122;Comunicación Autorización/Denegación;0;Comunicación Autorización/Denegación
55;Inadmisión por duplicidad;0;Inadm. duplicidad
55;Inadmisión;0;Inadm.
52;Resolución de Desistimiento;0;Res. Desist.
10;Requerimiento de documentación;0;Req. documentación
1;Presentación, revisión de Solicitud, documentación y requisitos;0;Present., revisión Sol., documentación requisitos
