NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
100;Fin de procedimiento;1;Fin procedimiento
339;Adopción de medidas cautelares;0;Adopción medidas cautelares
265;Operación sobre el Registro;0;Operación sobre Reg.
57;Archivo del expediente;0;Archivo expediente
52;Resolución de Desistimiento;0;Res. Desist.
51;Resolución Denegatoria;0;Res. Deneg.
50;Resolución Estimatoria;0;Res. Est.
30;Estudio;0;Estudio
25;Trámite de audiencia;0;Trám. audiencia
10;Requerimiento de subsanación;0;Req. subsanación
1;Inicio a instancia de la administración;0;Inic. instancia la administración
1;Presentación de solicitud;0;Present. solicitud
