NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
285;Resolución (admitidos, excluidos, desistidos o renuncia);0;Res. (admitidos, excluidos, desistidos o renuncia)
285;Resolución listado definitivo;0;Res. listado definitivo
285;Resolución listado provisional;0;Res. listado provisional
262;Comisión de valoración;0;Comisión valoración
100;Fin de procedimiento;0;Fin procedimiento
90;Presentación de recurso;0;Present. recurso
21;Presentación de Renuncia;0;Present. Renuncia
15;Presentación de reclamación;0;Present. reclamación
10;Requerimiento/Subsanación de mérito;0;Req./Subsanación mérito
10;Requerimiento de documentación;0;Req. documentación
1;Presentación, revisión de Solicitud y documentación;0;Present., revisión Sol. documentación
