NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
100;Fin de procedimiento;1;Fin procedimiento
382;Declaración de proyecto prioritario;0;Declaración proyecto prioritario
286;Presentación Solicitud Desistimiento;0;Present. Sol. Desist.
242;Valoración de los proyectos;0;Valoración los proyectos
152;Propuesta de Resolución de Desisitimiento;0;Prop. Res. Desisitimiento
52;Resolución de Desistimiento;0;Res. Desist.
30;Evaluación Solicitud;0;Eval. Sol.
26;Informes e Información pública;0;Inf.s e Información pública
25;Trámite Audiencia;0;Trám. Aud.
10;Requerimiento documentación solicitud;0;Req. documentación solicitud
1;Presentación de solicitud;0;Present. solicitud
