NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
57;Archivo Expediente;1;Archivo Expediente
100;Fin de procedimiento ;0;Fin procedimiento 
82;Tramite de Pago al beneficiario;0;Tramite Pg. beneficiario
51;Resolución Inadmisión a trámite - No objeto;0;Res. Inadm. trámite - No objeto
50;Resolución reconomiento de la ayuda y el abono;0;Res. reconomiento la ayuda el abono
42;Propuesta Resolución reconocimiento de la ayuda y el abono;0;Prop. Res. reconocimiento la ayuda el abono
41;Propuesta de inadmisión a tramite - No objeto;0;Prop. inadmisión tramite - No objeto
30;Evaluación de la solicitud;0;Eval. la solicitud
25;Trámite de Audiencia;0;Trám. Aud.
10;Requerimiento de documentacion;0;Req. documentacion
1;Presentacion de solicitud;0;Present. solicitud
