NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
100;Fin de procedimiento;1;Fin procedimiento
52;Resolución Desistimiento;1;Res. Desist.
300;Informe de Adecuación del Puesto;0;Inf. Adecuación Puesto
287;Seguimiento primer periodo;0;Seguimiento primer periodo
287;Seguimiento segundo periodo;0;Seguimiento segundo periodo
287;Seguimiento tercer periodo;0;Seguimiento tercer periodo
286;Presentación Solicitud Desistimiento;0;Present. Sol. Desist.
278;Resolución de pérdida de derecho al cobro;0;Res. pérdida derecho cobro
156;Inicio procedimiento de reintegro primer periodo;0;Inic. procedimiento reintegro primer periodo
156;Inicio procedimiento de reintegro segundo periodo;0;Inic. procedimiento reintegro segundo periodo
156;Inicio procedimiento de reintegro tercer periodo;0;Inic. procedimiento reintegro tercer periodo
156;Inicio de procedimiento de reintegro por renuncia;0;Inic. procedimiento reintegro renuncia
155;Propuesta Resolución Inadmisión;0;Prop. Res. Inadm.
152;Propuesta Resolución Desistimiento;0;Prop. Res. Desist.
82;Pago;0;Pg.
55;Resolución Inadmisión;0;Res. Inadm.
53;Resolución aceptación de renuncia con pago previo sin intereses;0;Res. aceptación renuncia pago previo sin intereses
53;Resolución aceptación de renuncia sin pago;0;Res. aceptación renuncia sin pago
51;Resolución Denegatoria por Incumplimiento de Requisitos;0;Res. Deneg. Incumplimiento Req.
51;Resolución Denegatoria por Falta de Presupuesto;0;Res. Deneg. Falt. Presupuesto
50;Resolución Aprobatoria.;0;Res. Aprobatoria.
43;Propuesta Resolución denegatoria por falta de presupuesto;0;Prop. Res. denegatoria falta presupuesto
43;Propuesta Resolución denegatoria por incumplimiento requisitos;0;Prop. Res. denegatoria incumplimiento requisitos
42;Propuesta Resolución Aprobatoria;0;Prop. Res. Aprobatoria
30;Evaluación Solicitud;0;Eval. Sol.
25;Trámite de audiencia;0;Trám. audiencia
25;Trámite audiencia en pérdida de derecho al cobro;0;Trám. audiencia pérdida derecho cobro
21;Presentación de Renuncia;0;Present. Renuncia
10;Requerimiento Documentación Solicitud;0;Req. Doc. Sol.
1;Presentación de solicitud;0;Present. solicitud
