NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
487;Traslado a otro organismo/administración;0;Traslado otro organismo/administración
420;Petición de documentación complementaria de reclamación;0;Petición documentación complementaria reclamación
419;Traslado de reclamación a asesoría jurídica;0;Traslado reclamación asesoría jurídica
418;Decisión de tramitación;0;Decisión tramitación
416;Resolución de la reclamación;0;Res. la reclamación
415;Resolución de la queja;0;Res. la queja
414;Mediación;0;Mediación
413;Recurso contencioso administrativo;0;Rec. contencioso administrativo
412;Petición documentación complementaria;0;Petición documentación complementaria
411;Traslado a asesoría jurídica;0;Traslado asesoría jurídica
410;Traslado a la vía judicial;0;Traslado la vía judicial
409;Traslado a inspección;0;Traslado inspección
408;Traslado a arbitraje;0;Traslado arbitraje
407;Admisión de la denuncia;0;Admisión la denuncia
406;Admisión de la queja;0;Admisión la queja
405;Admisión de la reclamación;0;Admisión la reclamación
286;Presentación solicitud de desistimiento;0;Present. solicitud desistimiento
122;Comunicaciones a las partes;0;Comunicaciones las partes
100;Fin de procedimiento;0;Fin procedimiento
90;Recurso de alzada;0;Rec. alzada
55;Inadmisión de la solicitud;0;Inadm. la solicitud
52;Resolución desistimiento;0;Res. desistimiento
50;Resolución de la denuncia;0;Res. la denuncia
30;Evaluación de la solicitud;0;Eval. la solicitud
10;Requerimiento de documentación;0;Req. documentación
1;Presentación de solicitud;0;Present. solicitud
