NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
100;Fin de Procedimiento;1;Fin proc.
279;Liquidacion Expediente (justificación);0;Liq. Expediente (justif.)
278;Resolucion de Pérdida de Derecho al Cobro (liquidación);0;Res. Pérd. Der. Cob. (liquidación)
278;Resolución de Pérdida de Derecho al Cobro (NO INICIO);0;Res. Pérd. Der. Cob. (NO INICIO)
270;Modificación Resolución Desfavorable;0;Modificación Res. Desfavorable
266;Seguimiento de proyectos;0;Seguimiento proyectos
255;Informe del Organo Colegiado;0;Inf. Organo Colegiado
251;Informe de SSCC;0;Inf. SSCC
242;Valoración de proyectos;0;Valoración proyectos
160;Solicitud modificación resolución;0;Sol. modificación res.
156;Procedimiento de reintegro;0;proc. reintegro
82;Pago Final - Resolucion de Liquidacion;0;Pg. Final - Res. Liq.
82;Pago Anticipo;0;Pg. Anticipo
60;Modificación Resolución Favorable;0;Modificación Res. Favorable
55;Inadmisión por duplicidad;0;Inadm. duplicidad
53;Resolución de renuncia total;0;Res. renuncia total
52;Resolución Desistimiento;0;Res. Desist.
51;Resolución Denegatoria;0;Res. Deneg.
50;Resolución Definitiva;0;Res. Def.
42;Propuesta Modificación Resolución Concesión;0;Prop. Modificación Res. Conc.
42;Propuesta de Resolución Definitiva;0;Prop. Res. Def.
40;Propuesta de Resolución Provisional;0;Prop. Res. Prov.
25;Trámite de audiencia en Pérdida de Derecho al Cobro (NO INICIO);0;Trám. audiencia Pérd. Der. Cob. (NO INICIO)
25;Trámite de audiencia en Pérdida de Derecho al Cobro (liquidación);0;Trám. audiencia Pérd. Der. Cob. (liquidación)
21;Presentación renuncia total;0;Present. renuncia total
10;Requerimiento de Documentación de Solicitud;0;Req. Doc. Sol.
1;Presentación de Solicitud;0;Present. Sol.
