NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
505;Recursos, sanciones y consultas varias;0;Rec.s, sanciones consultas varias
386;Informe Propuesta Servicios Provinciales;0;Inf. Prop. Servicios Provinciales
373;Petición Informe a Agente Medioambiental;0;Petición Inf. Agente Medioambiental
372;Montes Catalogados: Emisión licencia aprovechamiento de Servicios Provinciales;0;Montes Catalogados: Emisión licencia aprovechamiento Servicios Provinciales
372;Montes Catalogados: Acta de contada en blanco;0;Montes Catalogados: Acta contada blanco
372;Montes Catalogados: Recepción adjudicación entidad local e ingreso fondo mejoras;0;Montes Catalogados: Recepción adjudicación entidad local e ingreso fondo mejoras
371;Acta reconocimiento final;0;Acta reconocimiento final
100;Fin de procedimiento;0;Fin procedimiento
82;Comprobación pago en aprovechamientos plurianuales en montes de utilidad pública;0;Comprobación pago aprovechamientos plurianuales montes utilidad pública
55;Resolución de inadmisión o acumulación de expedientes;0;Res. inadmisión o acumulación expedientes
52;Resolución de Desistimiento;0;Res. Desist.
51;Resolución Denegatoria Dirección General;0;Res. Deneg. Dirección General
51;Resolución Denegatoria Servicio Provincial;0;Res. Deneg. Servicio Provincial
50;Resolución Aprobatoria Dirección General;0;Res. Aprobatoria Dirección General
50;Resolución Aprobatoria de Servicios Provinciales;0;Res. Aprobatoria Servicios Provinciales
35;Requerimiento información a otros organismos;0;Req. información otros organismos
10;Requerimiento de pago de Tasas;0;Req. pago Tasas
10;Requerimiento Documentación/ Subsanación de Solicitud;0;Req. Doc./ Subsanación Sol.
1;Presentación Solicitud;0;Present. Sol.
